customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,num_contacts_in_campaign,num_contacts_prev_campaign,term_deposit_subscribed
54.0,technician,married,secondary,no,257.0,no,yes,unknown,3,jul,3.0,0,0
67.0,management,married,tertiary,no,1049.0,yes,no,cellular,23,jun,2.0,0,0
25.0,admin.,single,secondary,no,273.0,no,no,cellular,1,apr,3.0,0,1
33.0,technician,single,secondary,no,179.0,no,no,cellular,28,aug,5.0,0,0
28.0,entrepreneur,single,tertiary,no,1954.0,no,no,cellular,4,feb,3.0,0,0
47.0,management,single,,no,1005.0,yes,no,cellular,9,feb,5.0,1,0
34.0,entrepreneur,married,tertiary,no,1078.0,yes,no,cellular,5,feb,10.0,0,0
41.0,housemaid,married,primary,no,2425.0,no,no,cellular,28,jan,1.0,0,0
46.0,services,married,secondary,no,1572.0,no,no,cellular,5,aug,1.0,0,0
44.0,entrepreneur,married,secondary,no,-161.0,yes,yes,unknown,4,jun,2.0,0,0
32.0,technician,single,secondary,no,1278.0,yes,no,unknown,3,jun,3.0,0,1
28.0,self-employed,single,secondary,no,1016.0,no,no,cellular,5,feb,1.0,0,0
28.0,unknown,married,secondary,no,112.0,no,no,cellular,20,aug,2.0,0,0
45.0,technician,divorced,secondary,no,1200.0,yes,no,unknown,27,may,1.0,0,0
56.0,entrepreneur,divorced,secondary,no,-42.0,no,no,unknown,5,may,1.0,0,0
29.0,services,single,tertiary,no,620.0,no,no,cellular,3,sep,6.0,5,0
49.0,technician,married,secondary,no,2237.0,no,no,cellular,18,aug,3.0,0,0
28.0,blue-collar,married,secondary,no,295.0,yes,yes,unknown,16,jun,3.0,0,0
35.0,management,single,tertiary,no,25.0,no,no,cellular,15,jul,5.0,0,0
43.0,management,married,tertiary,no,532.0,yes,no,unknown,4,jun,4.0,0,0
32.0,technician,married,secondary,no,253.0,no,no,cellular,8,aug,7.0,0,0
55.0,entrepreneur,married,secondary,no,199.0,no,no,cellular,14,jul,13.0,0,0
58.0,management,married,primary,no,29.0,yes,no,cellular,12,may,2.0,0,0
42.0,services,married,secondary,no,0.0,yes,no,cellular,31,jul,10.0,0,0
56.0,management,married,,no,833.0,yes,yes,telephone,2,jul,1.0,2,0
25.0,technician,single,tertiary,no,30.0,no,no,cellular,28,jan,1.0,0,0
43.0,admin.,single,secondary,no,2757.0,yes,no,unknown,5,jun,3.0,0,0
30.0,student,married,secondary,no,1537.0,no,no,cellular,7,aug,2.0,0,0
31.0,technician,single,tertiary,no,3.0,yes,no,cellular,5,jun,2.0,0,1
38.0,admin.,married,secondary,no,1284.0,yes,no,unknown,20,may,1.0,0,0
47.0,management,married,tertiary,no,1700.0,yes,no,cellular,6,feb,1.0,0,0
27.0,technician,divorced,tertiary,no,3153.0,yes,yes,cellular,30,jan,3.0,1,0
25.0,services,divorced,secondary,no,1692.0,no,no,cellular,7,jul,2.0,0,0
30.0,technician,married,tertiary,no,61.0,no,no,cellular,19,aug,7.0,0,0
25.0,admin.,single,tertiary,no,762.0,yes,no,cellular,27,may,3.0,2,1
45.0,blue-collar,married,,no,100.0,yes,no,unknown,29,may,1.0,0,0
51.0,unemployed,married,tertiary,no,-3.0,no,yes,unknown,3,jul,1.0,0,0
27.0,management,single,tertiary,no,277.0,no,no,cellular,12,aug,1.0,0,0
37.0,technician,married,secondary,no,2470.0,yes,no,cellular,12,aug,1.0,0,0
55.0,blue-collar,married,secondary,no,-106.0,yes,no,cellular,11,may,2.0,0,0
58.0,housemaid,divorced,tertiary,no,3768.0,no,no,cellular,2,feb,6.0,0,0
33.0,blue-collar,married,primary,no,-537.0,yes,yes,cellular,21,jul,7.0,0,1
29.0,blue-collar,single,tertiary,no,1375.0,no,no,cellular,15,may,4.0,1,0
26.0,technician,single,secondary,no,69.0,yes,yes,cellular,14,may,2.0,0,0
39.0,blue-collar,married,secondary,no,134.0,no,no,unknown,9,jun,2.0,0,0
59.0,unemployed,married,secondary,no,733.0,no,no,cellular,4,feb,1.0,0,0
46.0,admin.,single,tertiary,no,2891.0,yes,no,cellular,5,may,1.0,0,1
49.0,blue-collar,married,primary,no,107.0,yes,no,cellular,30,jan,4.0,2,0
50.0,admin.,married,secondary,no,-779.0,yes,yes,cellular,22,jul,2.0,0,0
48.0,admin.,married,primary,no,304.0,yes,yes,unknown,26,may,1.0,0,0
39.0,blue-collar,single,secondary,no,415.0,no,no,unknown,18,jun,1.0,0,0
25.0,services,single,secondary,no,352.0,yes,no,unknown,21,may,2.0,0,0
25.0,management,single,secondary,no,172.0,no,no,cellular,5,jun,1.0,1,1
34.0,blue-collar,single,primary,no,606.0,yes,no,unknown,8,may,3.0,0,1
31.0,technician,divorced,secondary,no,2259.0,yes,no,unknown,28,may,2.0,0,0
42.0,services,married,secondary,no,1788.0,no,no,cellular,30,jul,7.0,0,0
33.0,management,married,primary,no,-2.0,yes,yes,cellular,9,apr,3.0,0,0
44.0,technician,married,secondary,no,2571.0,no,no,unknown,18,jun,2.0,0,0
54.0,technician,married,secondary,no,759.0,no,no,cellular,4,feb,5.0,0,0
34.0,technician,single,tertiary,no,754.0,no,no,cellular,14,aug,2.0,0,0
30.0,blue-collar,single,primary,no,2509.0,yes,no,unknown,2,jun,1.0,0,0
38.0,management,married,tertiary,no,2762.0,no,no,cellular,30,apr,1.0,0,0
43.0,blue-collar,married,primary,no,-2.0,yes,no,cellular,17,jul,1.0,0,0
49.0,admin.,divorced,secondary,no,359.0,no,no,cellular,13,aug,1.0,0,1
23.0,student,single,secondary,no,470.0,no,no,cellular,21,aug,1.0,1,1
34.0,blue-collar,married,secondary,no,2353.0,yes,no,unknown,17,jun,2.0,0,0
53.0,blue-collar,married,secondary,no,279.0,yes,yes,unknown,28,may,3.0,0,0
46.0,blue-collar,married,primary,no,-162.0,yes,no,cellular,20,aug,4.0,0,0
38.0,management,married,tertiary,no,4431.0,no,no,cellular,13,aug,5.0,0,1
30.0,admin.,single,secondary,no,917.0,yes,no,cellular,28,oct,3.0,1,1
41.0,admin.,married,secondary,no,3229.0,no,no,unknown,6,jun,1.0,0,0
32.0,management,single,primary,no,4892.0,yes,no,unknown,20,may,1.0,0,0
29.0,blue-collar,married,secondary,no,156.0,yes,no,unknown,20,may,1.0,0,0
33.0,admin.,married,secondary,no,508.0,yes,no,unknown,23,may,6.0,0,0
28.0,technician,single,secondary,no,3495.0,yes,no,cellular,19,nov,1.0,0,0
61.0,admin.,divorced,secondary,no,171.0,yes,no,cellular,15,may,1.0,1,0
27.0,technician,single,secondary,no,426.0,no,no,cellular,5,feb,2.0,0,0
38.0,technician,married,secondary,no,125.0,yes,no,cellular,27,aug,2.0,0,0
74.0,retired,married,tertiary,no,6023.0,no,no,cellular,14,may,1.0,4,1
42.0,technician,married,,no,0.0,no,yes,cellular,7,jul,1.0,0,0
33.0,management,married,tertiary,no,157.0,no,no,cellular,9,sep,2.0,4,1
40.0,management,single,tertiary,no,233.0,no,no,cellular,19,aug,2.0,0,0
30.0,housemaid,single,tertiary,no,16.0,no,no,cellular,5,feb,2.0,2,1
34.0,services,married,secondary,no,192.0,yes,no,cellular,15,may,3.0,0,0
75.0,retired,divorced,primary,no,2310.0,no,no,telephone,16,sep,2.0,2,0
57.0,blue-collar,married,secondary,no,25.0,yes,no,unknown,19,may,1.0,0,0
21.0,blue-collar,single,primary,no,383.0,no,no,cellular,15,jun,1.0,1,0
37.0,admin.,married,secondary,no,643.0,yes,no,unknown,5,jun,1.0,0,0
41.0,blue-collar,married,primary,yes,6.0,yes,yes,unknown,5,jun,3.0,0,0
42.0,unemployed,single,,no,3935.0,yes,no,cellular,21,nov,1.0,0,0
32.0,technician,single,tertiary,no,1079.0,no,no,cellular,24,apr,5.0,2,1
40.0,admin.,single,secondary,no,2373.0,yes,no,unknown,2,jun,1.0,0,0
31.0,blue-collar,single,secondary,no,223.0,no,no,telephone,5,may,1.0,4,0
33.0,technician,single,secondary,no,3.0,yes,no,cellular,11,may,1.0,1,0
32.0,technician,married,tertiary,no,0.0,no,no,cellular,7,aug,5.0,0,0
44.0,admin.,single,secondary,no,-137.0,yes,no,unknown,28,may,1.0,0,0
36.0,technician,married,tertiary,no,0.0,no,no,cellular,26,may,1.0,0,0
28.0,student,single,secondary,no,27.0,yes,no,cellular,29,jan,2.0,2,0
63.0,retired,married,secondary,no,298.0,no,no,unknown,17,jun,1.0,0,0
38.0,technician,single,secondary,no,3026.0,no,no,cellular,31,jul,3.0,0,0
33.0,unemployed,married,secondary,no,1467.0,yes,no,unknown,19,feb,1.0,0,0
26.0,management,married,tertiary,no,2.0,yes,no,cellular,11,may,1.0,2,0
51.0,entrepreneur,married,primary,no,8301.0,yes,yes,unknown,28,may,18.0,0,0
32.0,services,single,secondary,no,65.0,yes,no,cellular,21,nov,1.0,0,0
38.0,technician,married,secondary,no,-1.0,no,no,unknown,20,jun,2.0,0,0
41.0,blue-collar,married,primary,no,1051.0,yes,yes,unknown,12,may,1.0,0,0
29.0,technician,single,secondary,no,440.0,no,yes,cellular,5,feb,2.0,0,0
45.0,blue-collar,married,primary,no,-68.0,yes,no,telephone,15,may,7.0,1,0
30.0,admin.,single,secondary,no,1.0,no,no,cellular,17,apr,3.0,0,1
28.0,blue-collar,married,secondary,no,64.0,yes,no,unknown,13,may,3.0,0,0
27.0,admin.,married,secondary,no,480.0,no,no,cellular,23,apr,1.0,0,0
43.0,management,single,secondary,no,3686.0,yes,no,cellular,17,nov,3.0,0,0
36.0,management,single,tertiary,no,810.0,yes,no,cellular,7,may,1.0,0,0
60.0,technician,married,secondary,no,3402.0,no,no,cellular,26,may,1.0,7,1
48.0,blue-collar,married,secondary,no,1000.0,yes,no,unknown,7,may,4.0,0,0
41.0,management,single,secondary,no,763.0,no,no,cellular,12,jun,2.0,0,0
48.0,blue-collar,married,primary,no,367.0,yes,no,unknown,18,jun,6.0,0,0
36.0,management,divorced,tertiary,no,663.0,yes,no,cellular,5,may,1.0,0,0
76.0,retired,married,primary,no,1382.0,no,no,telephone,8,sep,4.0,0,0
41.0,blue-collar,married,secondary,no,44.0,yes,no,cellular,14,may,1.0,2,0
29.0,blue-collar,single,primary,no,1397.0,yes,no,cellular,21,nov,1.0,3,0
34.0,management,single,tertiary,no,590.0,yes,no,cellular,13,may,3.0,0,0
63.0,retired,married,secondary,no,1482.0,no,no,cellular,14,may,5.0,3,0
29.0,blue-collar,divorced,primary,no,4800.0,no,yes,cellular,4,jul,3.0,0,0
42.0,management,divorced,tertiary,no,8107.0,no,no,cellular,19,nov,1.0,0,0
36.0,unemployed,married,secondary,no,549.0,yes,no,cellular,6,feb,2.0,0,0
32.0,blue-collar,single,secondary,no,55.0,yes,no,cellular,6,may,1.0,2,0
34.0,technician,single,tertiary,no,1153.0,no,no,cellular,8,aug,2.0,0,0
41.0,technician,married,tertiary,no,1520.0,no,no,cellular,8,aug,3.0,0,0
59.0,retired,married,secondary,yes,46.0,no,yes,unknown,1,jul,4.0,0,0
47.0,housemaid,married,secondary,no,387.0,no,no,cellular,15,sep,2.0,4,1
29.0,management,single,tertiary,no,1289.0,yes,no,cellular,26,feb,1.0,0,0
47.0,admin.,married,secondary,no,163.0,no,yes,cellular,9,jul,1.0,0,0
45.0,admin.,divorced,secondary,no,664.0,yes,no,cellular,29,jan,1.0,2,0
40.0,blue-collar,married,,no,410.0,yes,no,unknown,5,may,2.0,0,0
45.0,technician,married,secondary,no,1153.0,yes,no,cellular,21,jul,5.0,0,0
31.0,technician,single,secondary,no,7568.0,no,no,cellular,11,aug,2.0,0,0
33.0,technician,divorced,secondary,no,268.0,yes,no,unknown,4,jun,1.0,0,0
33.0,admin.,single,tertiary,no,4228.0,no,no,cellular,13,aug,2.0,0,0
36.0,blue-collar,single,secondary,no,336.0,no,yes,cellular,15,jul,5.0,0,0
30.0,blue-collar,single,primary,no,3462.0,yes,no,telephone,29,jan,3.0,25,0
33.0,unemployed,married,secondary,no,3.0,yes,no,cellular,13,may,1.0,0,0
54.0,blue-collar,married,primary,no,2441.0,no,yes,cellular,17,nov,1.0,0,0
36.0,blue-collar,married,primary,no,1006.0,no,no,unknown,6,jun,2.0,0,0
28.0,services,married,secondary,no,-540.0,no,yes,unknown,27,may,1.0,0,0
34.0,management,married,tertiary,no,-3.0,yes,no,cellular,30,apr,1.0,1,1
85.0,retired,married,primary,no,227.0,no,no,cellular,30,oct,1.0,0,1
48.0,services,married,primary,no,714.0,no,no,cellular,29,jan,1.0,0,0
33.0,blue-collar,single,secondary,no,1144.0,yes,yes,cellular,10,jul,1.0,0,0
60.0,admin.,married,secondary,no,1369.0,no,no,unknown,19,jun,1.0,0,0
32.0,management,married,tertiary,no,279.0,no,no,cellular,29,jan,1.0,0,0
55.0,technician,married,primary,no,41.0,no,no,unknown,6,jun,1.0,0,0
44.0,management,single,tertiary,no,374.0,no,no,cellular,11,aug,6.0,0,0
55.0,blue-collar,married,,no,256.0,yes,no,telephone,30,jul,2.0,0,0
41.0,admin.,single,secondary,no,423.0,no,yes,cellular,28,jul,16.0,0,0
40.0,self-employed,single,tertiary,no,-94.0,yes,no,cellular,16,jul,1.0,0,0
28.0,blue-collar,single,secondary,no,532.0,yes,yes,unknown,28,may,1.0,0,0
38.0,blue-collar,married,secondary,no,1160.0,yes,yes,unknown,16,may,8.0,0,0
37.0,technician,married,tertiary,no,94.0,yes,yes,cellular,17,nov,1.0,0,0
42.0,blue-collar,married,primary,no,1300.0,yes,no,unknown,6,may,2.0,0,0
35.0,admin.,married,secondary,no,895.0,no,no,cellular,15,jul,5.0,0,0
58.0,housemaid,divorced,secondary,no,0.0,no,no,unknown,15,may,1.0,0,0
43.0,admin.,married,secondary,no,239.0,no,no,cellular,20,aug,2.0,0,1
44.0,technician,married,secondary,no,82.0,yes,yes,cellular,11,may,2.0,0,0
35.0,services,single,secondary,no,450.0,yes,no,cellular,15,may,2.0,2,0
37.0,technician,single,secondary,no,2509.0,yes,no,cellular,16,apr,5.0,0,1
38.0,technician,married,secondary,no,-214.0,no,yes,cellular,10,jul,1.0,0,0
48.0,admin.,married,secondary,no,2535.0,no,no,cellular,29,apr,2.0,1,0
29.0,services,divorced,secondary,no,592.0,yes,no,unknown,30,may,2.0,0,0
41.0,management,single,tertiary,no,1089.0,no,no,cellular,26,aug,7.0,0,0
31.0,entrepreneur,married,primary,no,2.0,yes,no,cellular,11,may,1.0,0,0
27.0,admin.,single,secondary,no,2835.0,yes,no,unknown,9,may,3.0,0,0
31.0,blue-collar,married,secondary,no,2154.0,yes,no,unknown,23,may,4.0,0,0
30.0,blue-collar,single,secondary,no,686.0,no,no,unknown,6,jul,1.0,0,0
33.0,technician,single,,no,492.0,no,no,cellular,8,oct,2.0,7,1
55.0,unemployed,divorced,tertiary,no,-3.0,yes,no,cellular,30,jul,6.0,0,0
24.0,management,single,tertiary,no,0.0,yes,no,cellular,5,feb,1.0,0,0
41.0,technician,married,primary,no,278.0,no,no,cellular,31,jul,9.0,0,0
29.0,entrepreneur,single,secondary,no,937.0,yes,no,cellular,9,feb,3.0,0,0
38.0,management,single,tertiary,no,1516.0,no,yes,cellular,6,may,1.0,0,0
52.0,blue-collar,married,primary,no,0.0,no,no,unknown,17,jun,1.0,0,0
28.0,blue-collar,married,primary,no,-385.0,yes,no,cellular,28,jul,2.0,0,0
41.0,management,married,secondary,no,151.0,no,no,cellular,19,nov,1.0,0,0
32.0,services,married,secondary,no,208.0,yes,no,unknown,7,may,1.0,0,0
39.0,self-employed,single,tertiary,no,1752.0,no,no,unknown,11,jun,10.0,0,0
31.0,entrepreneur,married,tertiary,no,725.0,yes,no,cellular,15,may,1.0,0,0
55.0,admin.,married,secondary,no,581.0,no,yes,telephone,2,feb,3.0,3,0
67.0,retired,married,primary,no,2346.0,no,no,cellular,11,feb,2.0,0,1
45.0,technician,single,tertiary,no,345.0,yes,no,cellular,22,jul,1.0,0,0
50.0,management,married,tertiary,no,-1233.0,yes,no,unknown,6,jun,1.0,0,0
34.0,management,single,tertiary,no,70.0,yes,yes,cellular,20,apr,5.0,7,1
55.0,services,divorced,secondary,no,2165.0,yes,no,unknown,28,may,17.0,0,0
35.0,management,single,tertiary,no,2572.0,yes,no,cellular,13,may,1.0,0,0
33.0,management,single,tertiary,no,12.0,no,no,cellular,7,jul,1.0,0,0
42.0,blue-collar,married,secondary,no,9.0,yes,no,cellular,6,may,1.0,0,0
39.0,admin.,married,secondary,no,276.0,yes,no,unknown,27,may,3.0,0,1
38.0,services,single,secondary,no,2455.0,no,no,unknown,19,jun,2.0,0,0
58.0,retired,married,secondary,no,1522.0,no,no,unknown,18,jun,1.0,0,0
54.0,management,single,secondary,no,221.0,yes,no,unknown,6,may,2.0,0,0
39.0,technician,divorced,secondary,no,3046.0,yes,yes,unknown,30,may,5.0,0,0
32.0,services,married,,no,4475.0,yes,no,unknown,17,jun,2.0,0,0
57.0,entrepreneur,married,tertiary,no,-4.0,no,no,cellular,17,aug,1.0,0,0
55.0,management,married,tertiary,no,-1.0,no,no,cellular,22,aug,2.0,0,0
27.0,admin.,single,tertiary,no,830.0,no,no,cellular,21,apr,1.0,0,0
30.0,blue-collar,married,primary,no,516.0,yes,no,cellular,18,may,9.0,0,0
33.0,entrepreneur,married,tertiary,no,10.0,yes,no,cellular,12,may,1.0,0,0
31.0,management,single,tertiary,no,6248.0,yes,no,unknown,9,may,2.0,0,0
42.0,self-employed,single,tertiary,no,269.0,no,no,cellular,5,feb,3.0,0,0
71.0,retired,married,secondary,no,2819.0,no,no,cellular,26,oct,1.0,0,0
59.0,unemployed,divorced,secondary,no,-2.0,no,no,unknown,23,jun,2.0,0,0
63.0,management,married,secondary,no,970.0,no,no,cellular,20,aug,1.0,0,0
62.0,retired,married,tertiary,no,-2.0,no,no,telephone,14,jul,3.0,0,0
68.0,retired,married,,no,2538.0,no,no,telephone,14,jun,5.0,4,1
29.0,technician,married,secondary,no,172.0,no,no,cellular,27,aug,3.0,0,0
46.0,management,married,tertiary,no,-639.0,no,no,cellular,5,aug,4.0,0,0
30.0,services,married,secondary,no,1066.0,yes,yes,cellular,6,apr,1.0,0,0
40.0,blue-collar,married,primary,no,18.0,yes,no,cellular,14,may,2.0,3,0
52.0,blue-collar,married,primary,no,199.0,yes,no,cellular,17,jul,2.0,0,1
40.0,blue-collar,married,secondary,no,5221.0,yes,no,cellular,21,nov,2.0,1,0
46.0,blue-collar,married,secondary,no,2216.0,yes,no,unknown,15,may,2.0,0,0
35.0,technician,single,secondary,no,179.0,no,no,cellular,5,aug,1.0,0,0
32.0,self-employed,single,secondary,no,360.0,yes,no,cellular,9,feb,3.0,4,0
39.0,services,divorced,secondary,no,5761.0,yes,yes,cellular,5,may,1.0,3,0
50.0,technician,single,secondary,no,711.0,yes,no,unknown,16,may,3.0,0,0
35.0,management,married,tertiary,no,1295.0,yes,no,cellular,16,apr,1.0,0,0
47.0,blue-collar,married,primary,no,-183.0,no,no,unknown,3,jul,1.0,0,0
31.0,management,married,tertiary,no,3305.0,yes,no,cellular,17,sep,5.0,6,1
48.0,retired,married,secondary,no,6994.0,yes,no,unknown,29,may,1.0,0,0
33.0,services,married,secondary,no,430.0,yes,yes,cellular,7,may,1.0,1,0
43.0,management,married,tertiary,no,2025.0,no,no,unknown,30,may,1.0,0,0
38.0,blue-collar,divorced,secondary,no,-4.0,yes,no,cellular,21,apr,4.0,0,0
39.0,management,single,tertiary,no,1446.0,no,no,unknown,3,jun,1.0,0,0
50.0,admin.,divorced,secondary,no,1423.0,no,no,cellular,17,jul,1.0,0,0
53.0,management,divorced,tertiary,no,382.0,no,yes,cellular,5,jun,2.0,0,1
34.0,unknown,married,,no,168.0,no,no,cellular,4,aug,2.0,0,0
40.0,admin.,married,secondary,no,759.0,yes,no,cellular,17,feb,1.0,0,1
43.0,technician,married,tertiary,no,528.0,yes,yes,cellular,29,jul,2.0,0,0
49.0,entrepreneur,married,secondary,no,330.0,no,yes,cellular,4,feb,1.0,0,0
55.0,admin.,married,primary,no,1116.0,no,no,cellular,6,apr,4.0,2,0
48.0,blue-collar,married,secondary,no,1727.0,yes,no,cellular,4,feb,1.0,2,1
35.0,technician,married,secondary,no,318.0,no,no,cellular,4,feb,1.0,5,1
60.0,management,married,tertiary,no,2258.0,yes,no,cellular,14,may,1.0,0,0
29.0,management,single,tertiary,no,2358.0,no,no,cellular,3,feb,2.0,5,0
34.0,services,single,secondary,no,-526.0,yes,yes,telephone,11,may,5.0,0,0
26.0,services,single,secondary,no,1443.0,no,no,telephone,23,oct,1.0,0,1
32.0,blue-collar,single,primary,no,1451.0,yes,no,cellular,6,feb,6.0,1,0
23.0,blue-collar,divorced,secondary,no,243.0,yes,no,unknown,16,may,1.0,0,0
33.0,blue-collar,single,secondary,no,-687.0,yes,yes,unknown,2,jun,1.0,0,0
45.0,technician,married,secondary,no,-2.0,yes,no,cellular,17,dec,1.0,2,0
30.0,blue-collar,married,primary,no,74.0,yes,yes,unknown,8,may,3.0,0,0
43.0,management,married,tertiary,no,1909.0,no,no,cellular,28,aug,6.0,0,0
47.0,self-employed,married,tertiary,no,1151.0,no,no,telephone,29,jul,2.0,0,0
26.0,unemployed,single,tertiary,no,340.0,no,no,cellular,1,jun,1.0,0,1
33.0,technician,married,secondary,no,0.0,yes,no,telephone,28,jul,2.0,0,0
33.0,blue-collar,single,primary,no,48.0,no,no,unknown,20,may,1.0,0,0
41.0,unemployed,married,tertiary,no,1556.0,yes,no,unknown,20,jun,15.0,0,0
37.0,technician,married,tertiary,no,147.0,no,no,cellular,27,aug,6.0,0,0
42.0,management,married,,no,627.0,yes,no,cellular,18,jul,6.0,0,0
38.0,management,married,tertiary,no,24.0,no,no,cellular,27,aug,8.0,0,0
54.0,admin.,divorced,secondary,no,-2.0,no,no,unknown,17,jun,2.0,0,0
55.0,self-employed,married,tertiary,no,351.0,yes,no,telephone,4,may,4.0,0,0
37.0,unemployed,married,secondary,no,-36.0,no,no,cellular,30,jan,3.0,0,0
50.0,technician,married,secondary,no,3412.0,no,no,unknown,4,aug,1.0,0,0
29.0,student,single,secondary,no,584.0,no,no,cellular,28,jan,3.0,0,0
38.0,blue-collar,married,secondary,no,-1.0,yes,no,cellular,13,may,3.0,2,0
36.0,technician,married,tertiary,no,53.0,no,no,cellular,28,aug,10.0,0,0
43.0,admin.,married,tertiary,no,1536.0,no,no,cellular,4,may,2.0,0,0
33.0,technician,divorced,secondary,no,589.0,yes,no,cellular,7,may,3.0,0,0
45.0,blue-collar,married,primary,no,2560.0,yes,no,telephone,20,nov,1.0,1,0
31.0,admin.,single,tertiary,no,4.0,no,yes,cellular,2,feb,1.0,1,0
33.0,technician,married,secondary,no,4.0,no,yes,cellular,29,jul,6.0,0,0
40.0,technician,married,secondary,no,22.0,yes,no,cellular,28,jan,4.0,0,0
23.0,student,single,secondary,no,23882.0,no,no,cellular,26,may,1.0,1,1
37.0,blue-collar,divorced,secondary,no,3.0,yes,no,telephone,20,apr,1.0,5,1
26.0,blue-collar,single,secondary,no,219.0,no,yes,telephone,8,jul,4.0,0,0
35.0,management,married,tertiary,no,2596.0,no,no,cellular,30,apr,2.0,0,1
56.0,technician,divorced,secondary,no,2729.0,no,no,cellular,4,aug,2.0,0,0
40.0,blue-collar,divorced,primary,no,514.0,yes,no,cellular,13,apr,2.0,1,0
25.0,student,single,,no,360.0,no,no,cellular,14,jun,1.0,1,1
47.0,services,married,secondary,no,4061.0,yes,no,unknown,15,may,1.0,0,0
43.0,management,married,tertiary,no,113.0,yes,yes,cellular,20,aug,5.0,0,0
52.0,blue-collar,married,secondary,no,161.0,yes,no,unknown,13,may,2.0,0,0
42.0,admin.,married,secondary,no,243.0,yes,no,cellular,28,jul,12.0,0,0
47.0,blue-collar,married,tertiary,no,1769.0,yes,no,cellular,14,may,2.0,0,0
37.0,unemployed,married,secondary,no,1453.0,no,no,unknown,6,jun,1.0,0,0
32.0,management,single,tertiary,no,931.0,yes,no,cellular,9,jul,1.0,0,0
37.0,student,married,tertiary,no,411.0,no,no,unknown,20,jun,3.0,0,0
55.0,services,married,secondary,no,3601.0,no,no,telephone,18,aug,3.0,0,0
48.0,blue-collar,married,primary,no,-351.0,yes,yes,unknown,4,jun,3.0,0,0
32.0,blue-collar,married,secondary,no,-74.0,yes,no,cellular,28,jul,3.0,0,0
43.0,admin.,married,primary,no,1314.0,yes,no,cellular,30,apr,3.0,0,0
36.0,technician,married,secondary,no,-2.0,no,no,unknown,7,may,1.0,0,0
41.0,services,divorced,secondary,no,1956.0,yes,no,unknown,30,may,1.0,0,0
55.0,management,married,tertiary,no,-603.0,yes,no,unknown,30,may,2.0,0,0
34.0,management,married,tertiary,no,953.0,yes,yes,telephone,4,may,2.0,3,0
51.0,management,married,tertiary,no,-186.0,no,no,unknown,20,jun,7.0,0,0
25.0,blue-collar,married,primary,no,27.0,yes,no,unknown,27,may,1.0,0,0
47.0,technician,single,secondary,no,1244.0,no,no,cellular,13,oct,1.0,1,0
29.0,technician,single,tertiary,no,1028.0,yes,no,cellular,13,may,3.0,0,0
40.0,services,married,secondary,no,173.0,yes,no,unknown,20,may,2.0,0,0
32.0,management,single,tertiary,no,2668.0,yes,no,cellular,18,may,1.0,3,0
25.0,services,single,secondary,no,190.0,yes,no,unknown,9,may,1.0,0,0
31.0,admin.,single,secondary,no,389.0,yes,no,cellular,29,jan,1.0,2,0
29.0,services,single,secondary,no,686.0,yes,no,unknown,9,may,3.0,0,0
36.0,management,married,tertiary,no,-94.0,no,yes,cellular,18,nov,3.0,0,0
56.0,retired,divorced,secondary,no,307.0,no,no,cellular,7,aug,2.0,0,0
54.0,management,married,secondary,no,67.0,no,yes,telephone,8,jul,1.0,0,0
37.0,admin.,married,secondary,no,-4.0,no,no,unknown,12,jun,2.0,0,0
29.0,self-employed,married,secondary,no,584.0,yes,no,cellular,14,may,3.0,3,0
29.0,management,married,tertiary,no,1273.0,no,no,cellular,3,sep,1.0,3,0
32.0,technician,single,tertiary,no,232.0,yes,no,cellular,22,jul,4.0,0,0
38.0,blue-collar,married,secondary,no,737.0,yes,no,cellular,7,may,3.0,2,0
42.0,services,married,secondary,no,637.0,no,no,cellular,31,jul,2.0,0,0
54.0,management,married,tertiary,no,1138.0,yes,no,cellular,18,aug,4.0,0,0
31.0,technician,divorced,secondary,no,560.0,no,no,cellular,20,nov,2.0,0,0
34.0,housemaid,married,primary,no,166.0,yes,no,cellular,10,jul,1.0,0,0
28.0,blue-collar,single,primary,no,937.0,no,no,cellular,29,jan,1.0,0,1
33.0,technician,single,tertiary,no,389.0,yes,no,cellular,15,may,1.0,8,0
22.0,technician,single,secondary,no,1300.0,no,no,cellular,1,sep,1.0,0,0
55.0,technician,divorced,secondary,no,-5.0,yes,yes,cellular,3,feb,2.0,5,0
41.0,housemaid,married,primary,no,92.0,no,no,cellular,23,jul,9.0,0,0
38.0,blue-collar,married,,no,718.0,yes,no,cellular,17,apr,1.0,3,0
36.0,blue-collar,married,secondary,no,-127.0,yes,no,cellular,20,apr,4.0,1,0
41.0,blue-collar,divorced,secondary,no,4.0,yes,no,cellular,11,may,2.0,1,0
35.0,admin.,single,secondary,no,4451.0,yes,no,cellular,2,jun,1.0,2,0
45.0,technician,married,secondary,no,10654.0,no,no,telephone,31,jul,3.0,0,0
55.0,retired,married,primary,no,1907.0,no,yes,unknown,19,jun,9.0,0,0
26.0,management,married,tertiary,no,10579.0,no,no,unknown,15,may,2.0,0,1
21.0,blue-collar,single,primary,no,963.0,yes,no,unknown,21,may,4.0,0,0
33.0,blue-collar,single,secondary,no,525.0,no,yes,cellular,18,nov,2.0,0,0
37.0,management,single,tertiary,no,331.0,yes,no,cellular,8,may,3.0,0,0
24.0,management,single,tertiary,no,132.0,yes,yes,unknown,7,may,3.0,0,0
